From,To,Relationship
OR3_289,P3C_289,Gồm
OR3_289,P3D_289,Gồm
OR3_289,HP3_289,Áp dụng
D289,K4_289,Gồm
K4_289,HV4_289,Quy định
K4_289,HP4_289,Áp dụng
D290,K1_290,Gồm
K1_290,HV1_290,Quy định
K1_290,OR1_290,Cần điều kiện
OR1_290,P1A_290,Gồm
OR1_290,P1B_290,Gồm
OR1_290,P1C_290,Gồm
OR1_290,P1D_290,Gồm
OR1_290,P1DD_290,Gồm
OR1_290,HP1_290,Áp dụng
D290,K2_290,Gồm
K2_290,HV2_290,Quy định
K2_290,OR2_290,Cần điều kiện
OR2_290,P2A_290,Gồm
OR2_290,P2B_290,Gồm
OR2_290,P2C_290,Gồm
OR2_290,P2D_290,Gồm
OR2_290,P2DD_290,Gồm
OR2_290,P2E_290,Gồm
OR2_290,P2G_290,Gồm
OR2_290,HP2_290,Áp dụng
D290,K3_290,Gồm
K3_290,HV3_290,Quy định
K3_290,OR3_290,Cần điều kiện
OR3_290,P3A_290,Gồm
OR3_290,P3B_290,Gồm
OR3_290,P3C_290,Gồm
OR3_290,HP3_290,Áp dụng
D290,K4_290,Gồm
K4_290,HV4_290,Quy định
K4_290,OR4_290,Cần điều kiện
OR4_290,P4A_290,Gồm
OR4_290,P4B_290,Gồm
OR4_290,P4C_290,Gồm
OR4_290,HP4_290,Áp dụng
D290,K5_290,Gồm
K5_290,HV5_290,Quy định
K5_290,HP5_290,Áp dụng
D291,K1_291,Gồm
K1_291,HV1_291,Quy định
K1_291,HP1_291,Áp dụng
D291,K2_291,Gồm
K2_291,HV2_291,Quy định
K2_291,OR2_291,Cần điều kiện
OR2_291,P2A_291,Gồm
OR2_291,P2B_291,Gồm
OR2_291,P2C_291,Gồm
OR2_291,P2D_291,Gồm
OR2_291,P2DD_291,Gồm
OR2_291,HP2_291,Áp dụng
D291,K3_291,Gồm
K3_291,HV3_291,Quy định
K3_291,OR3_291,Cần điều kiện
OR3_291,P3A_291,Gồm
OR3_291,P3B_291,Gồm
OR3_291,HP3_291,Áp dụng
D291,K4_291,Gồm
K4_291,HV4_291,Quy định
K4_291,HP4_291,Áp dụng
C21,D293,Gồm
C21,D294,Gồm
D293,K1_293,Gồm
K1_293,HV1_293,Quy định
K1_293,HP1_293,Áp dụng
D293,K2_293,Gồm
K2_293,HV2_293,Quy định
K2_293,OR2_293,Cần điều kiện
OR2_293,P2A_293,Gồm
OR2_293,P2B_293,Gồm
OR2_293,P2C_293,Gồm
OR2_293,HP2_293,Áp dụng
D294,K1_294,Gồm
K1_294,HV1_294,Quy định
K1_294,HP1_294,Áp dụng
D294,K2_294,Gồm
K2_294,HV2_294,Quy định
K2_294,OR2_294,Cần điều kiện
OR2_294,P2A_294,Gồm
OR2_294,P2B_294,Gồm
OR2_294,P2C_294,Gồm
OR2_294,HP2_294,Áp dụng
C21,D295,Gồm
C21,D296,Gồm
C21,D297,Gồm
C21,D298,Gồm
D295,K1_295,Gồm
K1_295,HV1_295,Quy định
K1_295,OR1_295,Cần điều kiện
OR1_295,P1A_295,Gồm
OR1_295,P1B_295,Gồm
OR1_295,P1C_295,Gồm
OR1_295,P1D_295,Gồm
OR1_295,HP1_295,Áp dụng
D295,K2_295,Gồm
K2_295,HV2_295,Quy định
K2_295,OR2_295,Cần điều kiện
OR2_295,P2A_295,Gồm
OR2_295,P2B_295,Gồm
OR2_295,P2C_295,Gồm
OR2_295,P2D_295,Gồm
OR2_295,HP2_295,Áp dụng
D295,K3_295,Gồm
K3_295,HV3_295,Quy định
K3_295,OR3_295,Cần điều kiện
OR3_295,P3A_295,Gồm
OR3_295,P3B_295,Gồm
OR3_295,P3C_295,Gồm
OR3_295,HP3_295,Áp dụng
D295,K4_295,Gồm
K4_295,HV4_295,Quy định
K4_295,OR4_295,Cần điều kiện
OR4_295,P3A_295,Gồm
OR4_295,P3B_295,Gồm
OR4_295,P3C_295,Gồm
OR4_295,HP4_295,Áp dụng
D295,K5_295,Gồm
K5_295,HV5_295,Quy định
K5_295,HP5_295,Áp dụng
D296,K1_296,Gồm
K1_296,HV1_296,Quy định
K1_296,OR1_296,Cần điều kiện
OR1_296,P1A_296,Gồm
OR1_296,P1B_296,Gồm
OR1_296,P1C_296,Gồm
OR1_296,HP1_296,Áp dụng
D296,K2_296,Gồm
K2_296,HV2_296,Quy định
K2_296,OR2_296,Cần điều kiện
OR2_296,P2A_296,Gồm
OR2_296,P2B_296,Gồm
OR2_296,P2C_296,Gồm
OR2_296,P2D_296,Gồm
OR2_296,HP2_296,Áp dụng
D296,K3_296,Gồm
K3_296,HV3_296,Quy định
K3_296,OR3_296,Cần điều kiện
OR3_296,P3A_296,Gồm
OR3_296,P3B_296,Gồm
OR3_296,HP3_296,Áp dụng
D296,K4_296,Gồm
K4_296,HV4_296,Quy định
K4_296,HP4_296,Áp dụng
D297,K1_297,Gồm
K1_297,HV1_297,Quy định
K1_297,OR1_297,Cần điều kiện
OR1_297,P1A_297,Gồm
OR1_297,P1B_297,Gồm
OR1_297,P1C_297,Gồm
OR1_297,HP1_297,Áp dụng
D297,K2_297,Gồm
K2_297,HV2_297,Quy định
K2_297,OR2_297,Cần điều kiện
OR2_297,P2A_297,Gồm
OR2_297,P2B_297,Gồm
OR2_297,P2C_297,Gồm
OR2_297,P2D_297,Gồm
OR2_297,P2DD_297,Gồm
OR2_297,P2E_297,Gồm
OR2_297,HP2_297,Áp dụng
D297,K3_297,Gồm
K3_297,HV3_297,Quy định
K3_297,OR3_297,Cần điều kiện
OR3_297,P3A_297,Gồm
OR3_297,P3B_297,Gồm
OR3_297,HP3_297,Áp dụng
D297,K4_297,Gồm
K4_297,HV4_297,Quy định
K4_297,HP4_297,Áp dụng
D298,K1_298,Gồm
K1_298,HV1_298,Quy định
K1_298,OR1_298,Cần điều kiện
OR1_298,P1A_298,Gồm
OR1_298,P1B_298,Gồm
OR1_298,P1C_298,Gồm
OR1_298,P1D_298,Gồm
OR1_298,HP1_298,Áp dụng
D298,K2_298,Gồm
K2_298,HV2_298,Quy định
K2_298,OR2_298,Cần điều kiện
OR2_298,P2A_298,Gồm
OR2_298,P2B_298,Gồm
OR2_298,P2C_298,Gồm
OR2_298,HP2_298,Áp dụng
D298,K3_298,Gồm
K3_298,HV3_298,Quy định
K3_298,OR3_298,Cần điều kiện
OR3_298,P3A_298,Gồm
OR3_298,P3B_298,Gồm
OR3_298,P3C_298,Gồm
OR3_298,HP3_298,Áp dụng
D298,K4_298,Gồm
K4_298,HV4_298,Quy định
K4_298,HP4_298,Áp dụng
C21,D299,Gồm
C21,D300,Gồm
C21,D301,Gồm
C21,D302,Gồm
D299,K1_299,Gồm
K1_299,HV1_299,Quy định
K1_299,HP1_299,Áp dụng
D299,K2_299,Gồm
K2_299,HV2_299,Quy định
K2_299,OR2_299,Cần điều kiện
OR2_299,P2A_299,Gồm
OR2_299,P2B_299,Gồm
OR2_299,P2C_299,Gồm
OR2_299,P2D_299,Gồm
OR2_299,HP2_299,Áp dụng
D299,K3_299,Gồm
K3_299,HV3_299,Quy định
K3_299,HP3_299,Áp dụng
D299,K4_299,Gồm
K4_299,HV4_299,Quy định
K4_299,HP4_299,Áp dụng
D299,K5_299,Gồm
K5_299,HV5_299,Quy định
K5_299,HP5_299,Áp dụng
D300,K1_300,Gồm
K1_300,HV1_300,Quy định
K1_300,HP1_300,Áp dụng
D300,K2_300,Gồm
K2_300,HV2_300,Quy định
K2_300,HP2_300,Áp dụng
D300,K3_300,Gồm
K3_300,HV3_300,Quy định
K3_300,HP3_300,Áp dụng
D300,K4_300,Gồm
K4_300,HV4_300,Quy định
K4_300,OR4_300,Cần điều kiện
OR4_300,P4A_300,Gồm
OR4_300,P4B_300,Gồm
OR4_300,P4C_300,Gồm
OR4_300,HP4_300,Áp dụng
D301,K1_301,Gồm
K1_301,HV1_301,Quy định
K1_301,HP1_301,Áp dụng
D301,K2_301,Gồm
K2_301,HV2_301,Quy định
K2_301,OR2_301,Cần điều kiện
OR2_301,P2A_301,Gồm
OR2_301,P2B_301,Gồm
OR2_301,P2C_301,Gồm
OR2_301,P2D_301,Gồm
OR2_301,P2DD_301,Gồm
OR2_301,HP2_301,Áp dụng
D301,K3_301,Gồm
K3_301,HV3_301,Quy định
K3_301,HP3_301,Áp dụng
D301,K4_301,Gồm
K4_301,HV4_301,Quy định
K4_301,HP4_301,Áp dụng
D301,K5_301,Gồm
K5_301,HV5_301,Quy định
K5_301,HP5_301,Áp dụng
D302,K1_302,Gồm
K1_302,HV1_302,Quy định
K1_302,OR1_302,Cần điều kiện
OR1_302,P1A_302,Gồm
OR1_302,P1B_302,Gồm
OR1_302,P1C_302,Gồm
OR1_302,HP1_302,Áp dụng
D302,K2_302,Gồm
K2_302,HV2_302,Quy định
K2_302,OR2_302,Cần điều kiện
OR2_302,P2A_302,Gồm
OR2_302,P2B_302,Gồm
OR2_302,P2C_302,Gồm
OR2_302,P2D_302,Gồm
OR2_302,HP2_302,Áp dụng
D302,K3_302,Gồm
K3_302,HV3_302,Quy định
K3_302,OR3_302,Cần điều kiện
OR3_302,P3A_302,Gồm
OR3_302,P3B_302,Gồm
OR3_302,P3C_302,Gồm
OR3_302,HP3_302,Áp dụng
D302,K4_302,Gồm
K4_302,HV4_302,Quy định
K4_302,OR4_302,Cần điều kiện
OR4_302,P4A_302,Gồm
OR4_302,P4B_302,Gồm
OR4_302,P4C_302,Gồm
OR4_302,P4D_302,Gồm
OR4_302,P4DD_302,Gồm
OR4_302,HP4_302,Áp dụng
D302,K5_302,Gồm
K5_302,HV5_302,Quy định
K5_302,HP5_302,Áp dụng
C21,D303,Gồm
C21,D304,Gồm
C21,D305,Gồm
C21,D306,Gồm
C21,D307,Gồm
D303,K1_303,Gồm
K1_303,HV1_303,Quy định
K1_303,HP1_303,Áp dụng
D303,K2_303,Gồm
K2_303,HV2_303,Quy định
K2_303,OR2_303,Cần điều kiện
OR2_303,P2A_303,Gồm
OR2_303,P2B_303,Gồm
OR2_303,P2C_303,Gồm
OR2_303,P2D_303,Gồm
OR2_303,P2DD_303,Gồm
OR2_303,P2E_303,Gồm
OR2_303,P2G_303,Gồm
OR2_303,HP2_303,Áp dụng
D303,K3_303,Gồm
K3_303,HV3_303,Quy định
K3_303,HP3_303,Áp dụng
D303,K4_303,Gồm
K4_303,HV4_303,Quy định
K4_303,HP4_303,Áp dụng
D304,K1_304,Gồm
K1_304,HV1_304,Quy định
K1_304,HP1_304,Áp dụng
D304,K2_304,Gồm
K2_304,HV2_304,Quy định
K2_304,OR2_304,Cần điều kiện
OR2_304,P2A_304,Gồm
OR2_304,P2B_304,Gồm
OR2_304,P2C_304,Gồm
OR2_304,P2D_304,Gồm
OR2_304,P2DD_304,Gồm
OR2_304,P2E_304,Gồm
OR2_304,P2G_304,Gồm
OR2_304,P2H_304,Gồm
OR2_304,HP2_304,Áp dụng
D304,K3_304,Gồm
K3_304,HV3_304,Quy định
K3_304,OR3_304,Cần điều kiện
OR3_304,P3A_304,Gồm
OR3_304,P3B_304,Gồm
OR3_304,P3C_304,Gồm
OR3_304,P3D_304,Gồm
OR3_304,HP3_304,Áp dụng
D304,K4_304,Gồm
K4_304,HV4_304,Quy định
K4_304,OR4_304,Cần điều kiện
OR4_304,P4A_304,Gồm
OR4_304,P4B_304,Gồm
OR4_304,P4C_304,Gồm
OR4_304,P4D_304,Gồm
OR4_304,HP4_304,Áp dụng
D304,K5_304,Gồm
K5_304,HV5_304,Quy định
K5_304,HP5_304,Áp dụng
D305,K1_305,Gồm
K1_305,HV1_305,Quy định
K1_305,HP1_305,Áp dụng
D305,K2_305,Gồm
K2_305,HV2_305,Quy định
K2_305,OR2_305,Cần điều kiện
OR2_305,P2A_305,Gồm
OR2_305,P2B_305,Gồm
OR2_305,P2C_305,Gồm
OR2_305,P2D_305,Gồm
OR2_305,P2DD_305,Gồm
OR2_305,P2E_305,Gồm
OR2_305,P2G_305,Gồm
OR2_305,P2H_305,Gồm
OR2_305,P2I_305,Gồm
OR2_305,HP2_305,Áp dụng
D305,K3_305,Gồm
K3_305,HV3_305,Quy định
K3_305,OR3_305,Cần điều kiện
OR3_305,P3A_305,Gồm
OR3_305,P3B_305,Gồm
OR3_305,P3C_305,Gồm
OR3_305,P3D_305,Gồm
OR3_305,P3DD_305,Gồm
OR3_305,HP3_305,Áp dụng
D305,K4_305,Gồm
K4_305,HV4_305,Quy định
K4_305,OR4_305,Cần điều kiện
OR4_305,P4A_305,Gồm
OR4_305,P4B_305,Gồm
OR4_305,P4C_305,Gồm
OR4_305,P4D_305,Gồm
OR4_305,P4DD_305,Gồm
OR4_305,HP4_305,Áp dụng
D305,K5_305,Gồm
K5_305,HV5_305,Quy định
K5_305,HP5_305,Áp dụng
D306,K1_306,Gồm
K1_306,HV1_306,Quy định
K1_306,HP1_306,Áp dụng
D306,K2_306,Gồm
K2_306,HV2_306,Quy định
K2_306,OR2_306,Cần điều kiện
OR2_306,P2A_306,Gồm
OR2_306,P2B_306,Gồm
OR2_306,P2C_306,Gồm
OR2_306,P2D_306,Gồm
OR2_306,P2DD_306,Gồm
OR2_306,P2E_306,Gồm
OR2_306,P2G_306,Gồm
OR2_306,P2H_306,Gồm
OR2_306,HP2_306,Áp dụng
D306,K3_306,Gồm
K3_306,HV3_306,Quy định
K3_306,OR3_306,Cần điều kiện
OR3_306,P3A_306,Gồm
OR3_306,P3B_306,Gồm
OR3_306,P3C_306,Gồm
OR3_306,P3D_306,Gồm
OR3_306,HP3_306,Áp dụng
D306,K4_306,Gồm
K4_306,HV4_306,Quy định
K4_306,HP4_306,Áp dụng
D307,K1_307,Gồm
K1_307,HV1_307,Quy định
K1_307,OR1_307,Cần điều kiện
OR1_307,P1A_307,Gồm
OR1_307,P1B_307,Gồm
OR1_307,P1C_307,Gồm
OR1_307,P1D_307,Gồm
OR1_307,HP1_307,Áp dụng
D307,K2_307,Gồm
K2_307,HV2_307,Quy định
K2_307,OR2_307,Cần điều kiện
OR2_307,P2A_307,Gồm
OR2_307,P2B_307,Gồm
OR2_307,P2C_307,Gồm
OR2_307,HP2_307,Áp dụng
D307,K3_307,Gồm
K3_307,HV3_307,Quy định
K3_307,OR3_307,Cần điều kiện
OR3_307,P3A_307,Gồm
OR3_307,P3B_307,Gồm
OR3_307,P3C_307,Gồm
OR3_307,HP3_307,Áp dụng
D307,K4_307,Gồm
K4_307,HV4_307,Quy định
K4_307,OR4_307,Cần điều kiện
OR4_307,P3A_307,Gồm
OR4_307,P3B_307,Gồm
OR4_307,P3C_307,Gồm
OR4_307,HP4_307,Áp dụng
D307,K5_307,Gồm
K5_307,HV5_307,Quy định
K5_307,HP5_307,Áp dụng
C21,D308,Gồm
C21,D309,Gồm
C21,D310,Gồm
C21,D311,Gồm
D308,K1_308,Gồm
K1_308,HV1_308,Quy định
K1_308,OR1_308,Cần điều kiện
OR1_308,P1A_308,Gồm
OR1_308,P1B_308,Gồm
OR1_308,P1C_308,Gồm
OR1_308,P1D_308,Gồm
OR1_308,HP1_308,Áp dụng
D308,K2_308,Gồm
K2_308,HV2_308,Quy định
K2_308,OR2_308,Cần điều kiện
OR2_308,P2A_308,Gồm
OR2_308,P2B_308,Gồm
OR2_308,P2C_308,Gồm
OR2_308,HP2_308,Áp dụng
D308,K3_308,Gồm
K3_308,HV3_308,Quy định
K3_308,OR3_308,Cần điều kiện
OR3_308,P3A_308,Gồm
OR3_308,P3B_308,Gồm
OR3_308,P3C_308,Gồm
OR3_308,HP3_308,Áp dụng
D308,K4_308,Gồm
K4_308,HV4_308,Quy định
K4_308,HP4_308,Áp dụng
D309,K1_309,Gồm
K1_309,HV1_309,Quy định
K1_309,HP1_309,Áp dụng
D309,K2_309,Gồm
K2_309,HV2_309,Quy định
K2_309,OR2_309,Cần điều kiện
OR2_309,P2A_309,Gồm
OR2_309,P2B_309,Gồm
OR2_309,P2C_309,Gồm
OR2_309,P2D_309,Gồm
OR2_309,P2DD_309,Gồm
OR2_309,P2E_309,Gồm
OR2_309,P2G_309,Gồm
OR2_309,HP2_309,Áp dụng
D309,K3_309,Gồm
K3_309,HV3_309,Quy định
K3_309,OR3_309,Cần điều kiện
OR3_309,P3A_309,Gồm
OR3_309,P3B_309,Gồm
OR3_309,P3C_309,Gồm
OR3_309,HP3_309,Áp dụng
D309,K4_309,Gồm
K4_309,HV4_309,Quy định
K4_309,OR4_309,Cần điều kiện
OR4_309,P4A_309,Gồm
OR4_309,P4B_309,Gồm
OR4_309,P4C_309,Gồm
OR4_309,HP4_309,Áp dụng
D309,K5_309,Gồm
K5_309,HV5_309,Quy định
K5_309,HP5_309,Áp dụng
D310,K1_310,Gồm
K1_310,HV1_310,Quy định
K1_310,OR1_310,Cần điều kiện
OR1_310,P1A_310,Gồm
OR1_310,P1B_310,Gồm
OR1_310,P1C_310,Gồm
OR1_310,P1D_310,Gồm
OR1_310,HP1_310,Áp dụng
D310,K2_310,Gồm
K2_310,HV2_310,Quy định
K2_310,OR2_310,Cần điều kiện
OR2_310,P2A_310,Gồm
OR2_310,P2B_310,Gồm
OR2_310,P2C_310,Gồm
OR2_310,HP2_310,Áp dụng
D310,K3_310,Gồm
K3_310,HV3_310,Quy định
K3_310,OR3_310,Cần điều kiện
OR3_310,P3A_310,Gồm
OR3_310,P3B_310,Gồm
OR3_310,P3C_310,Gồm
OR3_310,HP3_310,Áp dụng
D310,K4_310,Gồm
K4_310,HV4_310,Quy định
K4_310,OR4_310,Cần điều kiện
OR4_310,P3A_310,Gồm
OR4_310,P3B_310,Gồm
OR4_310,P3C_310,Gồm
OR4_310,HP4_310,Áp dụng
D310,K5_310,Gồm
K5_310,HV5_310,Quy định
K5_310,HP5_310,Áp dụng
D311,K1_311,Gồm
K1_311,HV1_311,Quy định
K1_311,HP1_311,Áp dụng
D311,K2_311,Gồm
K2_311,HV2_311,Quy định
K2_311,OR2_311,Cần điều kiện
OR2_311,P2A_311,Gồm
OR2_311,P2B_311,Gồm
OR2_311,P2C_311,Gồm
OR2_311,P2D_311,Gồm
OR2_311,P2DD_311,Gồm
OR2_311,P2E_311,Gồm
OR2_311,P2G_311,Gồm
OR2_311,P2H_311,Gồm
OR2_311,HP2_311,Áp dụng
D311,K3_311,Gồm
K3_311,HV3_311,Quy định
K3_311,OR3_311,Cần điều kiện
OR3_311,P3A_311,Gồm
OR3_311,P3B_311,Gồm
OR3_311,P3C_311,Gồm
OR3_311,P3D_311,Gồm
OR3_311,HP3_311,Áp dụng
D311,K4_311,Gồm
K4_311,HV4_311,Quy định
K4_311,OR4_311,Cần điều kiện
OR4_311,P4A_311,Gồm
OR4_311,P4B_311,Gồm
OR4_311,P4C_311,Gồm
OR4_311,P4D_311,Gồm
OR4_311,HP4_311,Áp dụng
D311,K5_311,Gồm
K5_311,HV5_311,Quy định
K5_311,HP5_311,Áp dụng
C21,D312,Gồm
C21,D313,Gồm
C21,D314,Gồm
C21,D315,Gồm
D312,K1_312,Gồm
K1_312,HV1_312,Quy định
K1_312,OR1_312,Cần điều kiện
OR1_312,P1A_312,Gồm
OR1_312,P1B_312,Gồm
OR1_312,P1C_312,Gồm
OR1_312,P1D_312,Gồm
OR1_312,HP1_312,Áp dụng
D312,K2_312,Gồm
K2_312,HV2_312,Quy định
K2_312,OR2_312,Cần điều kiện
OR2_312,P2A_312,Gồm
OR2_312,P2B_312,Gồm
OR2_312,P2C_312,Gồm
OR2_312,HP2_312,Áp dụng
D312,K3_312,Gồm
K3_312,HV3_312,Quy định
K3_312,OR3_312,Cần điều kiện
OR3_312,P3A_312,Gồm
OR3_312,P3B_312,Gồm
OR3_312,P3C_312,Gồm
OR3_312,HP3_312,Áp dụng
D312,K4_312,Gồm
K4_312,HV4_312,Quy định
K4_312,HP4_312,Áp dụng
D313,K1_313,Gồm
K1_313,HV1_313,Quy định
K1_313,OR1_313,Cần điều kiện
OR1_313,P1A_313,Gồm
OR1_313,P1B_313,Gồm
OR1_313,P1C_313,Gồm
OR1_313,P1D_313,Gồm
OR1_313,HP1_313,Áp dụng
D313,K2_313,Gồm
K2_313,HV2_313,Quy định
K2_313,OR2_313,Cần điều kiện
OR2_313,P2A_313,Gồm
OR2_313,P2B_313,Gồm
OR2_313,P2C_313,Gồm
OR2_313,HP2_313,Áp dụng
D313,K3_313,Gồm
K3_313,HV3_313,Quy định
K3_313,OR3_313,Cần điều kiện
OR3_313,P3A_313,Gồm
OR3_313,P3B_313,Gồm
OR3_313,P3C_313,Gồm
OR3_313,HP3_313,Áp dụng
D313,K4_313,Gồm
K4_313,HV4_313,Quy định
K4_313,OR4_313,Cần điều kiện
OR4_313,P3A_313,Gồm
OR4_313,P3B_313,Gồm
OR4_313,P3C_313,Gồm
OR4_313,HP4_313,Áp dụng
D313,K5_313,Gồm
K5_313,HV5_313,Quy định
K5_313,HP5_313,Áp dụng
D314,K1_314,Gồm
K1_314,HV1_314,Quy định
K1_314,OR1_314,Cần điều kiện
OR1_314,P1A_314,Gồm
OR1_314,P1B_314,Gồm
OR1_314,P1C_314,Gồm
OR1_314,P1D_314,Gồm
OR1_314,HP1_314,Áp dụng
D314,K2_314,Gồm
K2_314,HV2_314,Quy định
K2_314,OR2_314,Cần điều kiện
OR2_314,P2A_314,Gồm
OR2_314,P2B_314,Gồm
OR2_314,P2C_314,Gồm
OR2_314,HP2_314,Áp dụng
D314,K3_314,Gồm
K3_314,HV3_314,Quy định
K3_314,OR3_314,Cần điều kiện
OR3_314,P3A_314,Gồm
OR3_314,P3B_314,Gồm
OR3_314,P3C_314,Gồm
OR3_314,HP3_314,Áp dụng
D314,K4_314,Gồm
K4_314,HV4_314,Quy định
K4_314,OR4_314,Cần điều kiện
OR4_314,P3A_314,Gồm
OR4_314,P3B_314,Gồm
OR4_314,P3C_314,Gồm
OR4_314,HP4_314,Áp dụng
D314,K5_314,Gồm
K5_314,HV5_314,Quy định
K5_314,HP5_314,Áp dụng
D315,K1_315,Gồm
K1_315,HV1_315,Quy định
K1_315,OR1_315,Cần điều kiện
OR1_315,P1A_315,Gồm
OR1_315,P1B_315,Gồm
OR1_315,P1C_315,Gồm
OR1_315,P1D_315,Gồm
OR1_315,HP1_315,Áp dụng
D315,K2_315,Gồm
K2_315,HV2_315,Quy định
K2_315,OR2_315,Cần điều kiện
OR2_315,P2A_315,Gồm
OR2_315,P2B_315,Gồm
OR2_315,P2C_315,Gồm
OR2_315,HP2_315,Áp dụng
D315,K3_315,Gồm
K3_315,HV3_315,Quy định
K3_315,OR3_315,Cần điều kiện
OR3_315,P3A_315,Gồm
OR3_315,P3B_315,Gồm
OR3_315,P3C_315,Gồm
OR3_315,HP3_315,Áp dụng
D315,K4_315,Gồm
K4_315,HV4_315,Quy định
K4_315,HP4_315,Áp dụng
C21,D316,Gồm
C21,D317,Gồm
C21,D318,Gồm
C21,D319,Gồm
C21,D320,Gồm
C21,D321,Gồm
D316,K1_316,Gồm
K1_316,HV1_316,Quy định
K1_316,OR1_316,Cần điều kiện
OR1_316,P1A_316,Gồm
OR1_316,P1B_316,Gồm
OR1_316,P1C_316,Gồm
OR1_316,P1D_316,Gồm
OR1_316,HP1_316,Áp dụng
D316,K2_316,Gồm
K2_316,HV2_316,Quy định
K2_316,OR2_316,Cần điều kiện
OR2_316,P2A_316,Gồm
OR2_316,P2B_316,Gồm
OR2_316,HP2_316,Áp dụng
D316,K3_316,Gồm
K3_316,HV3_316,Quy định
K3_316,OR3_316,Cần điều kiện
OR3_316,P3A_316,Gồm
OR3_316,P3B_316,Gồm
OR3_316,HP3_316,Áp dụng
D316,K4_316,Gồm
K4_316,HV4_316,Quy định
K4_316,HP4_316,Áp dụng
D317,K1_317,Gồm
K1_317,HV1_317,Quy định
K1_317,OR1_317,Cần điều kiện
OR1_317,P1A_317,Gồm
OR1_317,P1B_317,Gồm
OR1_317,P1C_317,Gồm
OR1_317,P1D_317,Gồm
OR1_317,P1DD_317,Gồm
OR1_317,P1E_317,Gồm
OR1_317,HP1_317,Áp dụng
D317,K2_317,Gồm
K2_317,HV2_317,Quy định
K2_317,OR2_317,Cần điều kiện
OR2_317,P2A_317,Gồm
OR2_317,P2B_317,Gồm
OR2_317,P2C_317,Gồm
OR2_317,P2D_317,Gồm
OR2_317,P2DD_317,Gồm
OR2_317,P2E_317,Gồm
OR2_317,P2G_317,Gồm
OR2_317,P2H_317,Gồm
OR2_317,P2I_317,Gồm
OR2_317,HP2_317,Áp dụng
D317,K3_317,Gồm
K3_317,HV3_317,Quy định
K3_317,OR3_317,Cần điều kiện
OR3_317,P3A_317,Gồm
OR3_317,P3B_317,Gồm
OR3_317,P3C_317,Gồm
OR3_317,P3D_317,Gồm
OR3_317,P3DD_317,Gồm
OR3_317,P3E_317,Gồm
OR3_317,HP3_317,Áp dụng
D317,K4_317,Gồm
K4_317,HV4_317,Quy định
K4_317,OR4_317,Cần điều kiện
OR4_317,P4A_317,Gồm
OR4_317,P4B_317,Gồm
OR4_317,P4C_317,Gồm
OR4_317,P4D_317,Gồm
OR4_317,P4DD_317,Gồm
OR4_317,P4E_317,Gồm
OR4_317,HP4_317,Áp dụng
D317,K5_317,Gồm
K5_317,HV5_317,Quy định
K5_317,HP5_317,Áp dụng
D318,K1_318,Gồm
K1_318,HV1_318,Quy định
K1_318,HP1_318,Áp dụng
D318,K2_318,Gồm
K2_318,HV2_318,Quy định
K2_318,OR2_318,Cần điều kiện
OR2_318,P2A_318,Gồm
OR2_318,P2B_318,Gồm
OR2_318,P2C_318,Gồm
OR2_318,P2D_318,Gồm
OR2_318,P2DD_318,Gồm
OR2_318,P2E_318,Gồm
OR2_318,HP2_318,Áp dụng
D319,K1_319,Gồm
K1_319,HV1_319,Quy định
K1_319,HP1_319,Áp dụng
D319,K2_319,Gồm
K2_319,HV2_319,Quy định
K2_319,OR2_319,Cần điều kiện
OR2_319,P2A_319,Gồm
OR2_319,P2B_319,Gồm
OR2_319,P2C_319,Gồm
OR2_319,P2D_319,Gồm
OR2_319,HP2_319,Áp dụng
D320,K1_320,Gồm
K1_320,HV1_320,Quy định
K1_320,HP1_320,Áp dụng
D320,K2_320,Gồm
K2_320,HV2_320,Quy định
K2_320,OR2_320,Cần điều kiện
OR2_320,P2A_320,Gồm
OR2_320,P2B_320,Gồm
OR2_320,P2C_320,Gồm
OR2_320,HP2_320,Áp dụng
D320,K3_320,Gồm
K3_320,HV3_320,Quy định
K3_320,HP3_320,Áp dụng
D321,K1_321,Gồm
K1_321,HV1_321,Quy định
K1_321,HP1_321,Áp dụng
D321,K2_321,Gồm
K2_321,HV2_321,Quy định
K2_321,OR2_321,Cần điều kiện
OR2_321,P2A_321,Gồm
OR2_321,P2B_321,Gồm
OR2_321,P2C_321,Gồm
OR2_321,P2D_321,Gồm
OR2_321,HP2_321,Áp dụng
D321,K3_321,Gồm
K3_321,HV3_321,Quy định
K3_321,HP3_321,Áp dụng
C21,D322,Gồm
C21,D323,Gồm
C21,D324,Gồm
C21,D325,Gồm
C21,D326,Gồm
D322,K1_322,Gồm
K1_322,HV1_322,Quy định
K1_322,OR1_322,Cần điều kiện
OR1_322,P1A_322,Gồm
OR1_322,P1B_322,Gồm
OR1_322,P1C_322,Gồm
OR1_322,P1D_322,Gồm
OR1_322,P1DD_322,Gồm
OR1_322,HP1_322,Áp dụng
D322,K2_322,Gồm
K2_322,HV2_322,Quy định
K2_322,OR2_322,Cần điều kiện
OR2_322,P2A_322,Gồm
OR2_322,P2B_322,Gồm
OR2_322,P2C_322,Gồm
OR2_322,P2D_322,Gồm
OR2_322,HP2_322,Áp dụng
D322,K3_322,Gồm
K3_322,HV3_322,Quy định
K3_322,HP3_322,Áp dụng
D323,K1_323,Gồm
K1_323,HV1_323,Quy định
K1_323,HP1_323,Áp dụng
D323,K2_323,Gồm
