ID,Name,Label,Content
D25,"Rủi ro trong nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công...",Điều,"Rủi ro trong nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ Hành vi gây ra thiệt hại trong khi thực hiện việc nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ mới mặc dù đã tuân thủ đúng quy trình, quy phạm, áp dụng đầy đủ biện pháp phòng ngừa thì không phải là tội phạm. Người nào không áp dụng đúng quy trình, quy phạm, không áp dụng đầy đủ biện pháp phòng ngừa mà gây thiệt hại thì vẫn phải chịu trách nhiệm hình sự."
D26,Thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên Người thực hiện hành vi...,Điều,"Thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên Người thực hiện hành vi gây thiệt hại trong khi thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên trong lực lượng vũ trang nhân dân để thực hiện nhiệm vụ quốc phòng, an ninh nếu đã thực hiện đầy đủ quy trình báo cáo người ra mệnh lệnh nhưng người ra mệnh lệnh vẫn yêu cầu chấp hành mệnh lệnh đó, thì không phải chịu trách nhiệm hình sự. Trong trường hợp này người ra mệnh lệnh phải chịu trách nhiệm hình sự. Quy định này không áp dụng đối"
D27,Thời hiệu truy cứu trách nhiệm hình sự,Điều,Thời hiệu truy cứu trách nhiệm hình sự
D27_K1,Khoản 1 Điều 27,Khoản,Thời hiệu truy cứu trách nhiệm hình sự là thời hạn do Bộ luật này quy định mà khi hết thời hạn đó thì người phạm tội không bị truy cứu trách nhiệm hình sự.
D27_K2,Khoản 2 Điều 27,Khoản,Thời hiệu truy cứu trách nhiệm hình sự được quy định như sau:
D27_K2_Da,Điểm a Khoản 2 Điều 27,Điểm,05 năm đối với tội phạm ít nghiêm trọng;
D27_K2_Db,Điểm b Khoản 2 Điều 27,Điểm,10 năm đối với tội phạm nghiêm trọng;
D27_K2_Dc,Điểm c Khoản 2 Điều 27,Điểm,15 năm đối với tội phạm rất nghiêm trọng;
D27_K2_Dd,Điểm d Khoản 2 Điều 27,Điểm,20 năm đối với tội phạm đặc biệt nghiêm trọng.
D27_K3,Khoản 3 Điều 27,Khoản,"Thời hiệu truy cứu trách nhiệm hình sự được tính từ ngày tội phạm được thực hiện. Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội lại thực hiện hành vi phạm tội mới mà Bộ luật này quy định mức cao nhất của khung hình phạt đối với tội ấy trên 01 năm tù, thì thời hiệu đối với tội cũ được tính lại kể từ ngày thực hiện hành vi phạm tội mới. Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội cố tình trốn tránh và đã có quyết định truy nã, thì thời hiệu tính lại kể"
D28,Không áp dụng thời hiệu truy cứu trách nhiệm hình sự Không áp dụng thời hiệu...,Điều,Không áp dụng thời hiệu truy cứu trách nhiệm hình sự Không áp dụng thời hiệu truy cứu trách nhiệm hình sự quy định tại Điều 27 của Bộ luật này đối với các tội phạm sau đây:
D28_K1,Khoản 1 Điều 28,Khoản,Các tội xâm phạm an ninh quốc gia quy định tại Chương XIII của Bộ luật này;
D28_K2,Khoản 2 Điều 28,Khoản,"Các tội phá hoại hòa bình, chống loài người và tội phạm chiến tranh quy định tại Chương XXVI của Bộ luật này;"
D28_K3,Khoản 3 Điều 28,Khoản,Tội tham ô tài sản thuộc trường hợp quy định tại khoản 3 và khoản 4 Điều 353 của Bộ luật này; tội nhận hối lộ thuộc trường hợp quy định tại khoản 3 và khoản 4 Điều 354 của Bộ luật này.
D29,Căn cứ miễn trách nhiệm hình sự,Điều,Căn cứ miễn trách nhiệm hình sự
D29_K1,Khoản 1 Điều 29,Khoản,Người phạm tội được miễn trách nhiệm hình sự khi có một trong những căn cứ sau đây:
D29_K1_Da,Điểm a Khoản 1 Điều 29,Điểm,"Khi tiến hành điều tra, truy tố hoặc xét xử, do có sự thay đổi chính sách, pháp luật làm cho hành vi phạm tội không còn nguy hiểm cho xã hội nữa;"
D29_K1_Db,Điểm b Khoản 1 Điều 29,Điểm,Khi có quyết định đại xá.
D29_K2,Khoản 2 Điều 29,Khoản,Người phạm tội có thể được miễn trách nhiệm hình sự khi có một trong các căn cứ sau đây:
D29_K2_Da,Điểm a Khoản 2 Điều 29,Điểm,"Khi tiến hành điều tra, truy tố, xét xử do chuyển biến của tình hình mà người phạm tội không còn nguy hiểm cho xã hội nữa;"
D29_K2_Db,Điểm b Khoản 2 Điều 29,Điểm,"Khi tiến hành điều tra, truy tố, xét xử, người phạm tội mắc bệnh hiểm nghèo dẫn đến không còn khả năng gây nguy hiểm cho xã hội nữa;"
D29_K2_Dc,Điểm c Khoản 2 Điều 29,Điểm,"Trước khi hành vi phạm tội bị phát giác,[9] người phạm tội tự thú, khai rõ sự việc, góp phần có hiệu quả vào việc phát hiện và điều tra tội phạm, cố gắng hạn chế đến mức thấp nhất hậu quả của tội phạm và lập công lớn hoặc có cống hiến đặc biệt, được Nhà nước và xã hội thừa nhận."
D29_K3,Khoản 3 Điều 29,Khoản,"Người thực hiện tội phạm nghiêm trọng do vô ý hoặc tội phạm ít nghiêm trọng[10] gây thiệt hại về tính mạng, sức khỏe, danh dự, nhân phẩm hoặc tài sản của người khác, đã tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả[11] và được người bị hại hoặc người đại diện hợp pháp[12] của người bị hại tự nguyện hòa giải và đề nghị miễn trách nhiệm hình sự, thì có thể được miễn trách nhiệm hình sự. HÌNH PHẠT"
D30,Khái niệm hình phạt Hình phạt là biện pháp cưỡng chế nghiêm khắc nhất của Nhà...,Điều,"Khái niệm hình phạt Hình phạt là biện pháp cưỡng chế nghiêm khắc nhất của Nhà nước được quy định trong Bộ luật này, do Tòa án quyết định áp dụng đối với người hoặc pháp nhân thương mại phạm tội nhằm tước bỏ hoặc hạn chế quyền, lợi ích của người, pháp nhân thương mại đó."
D31,"Mục đích của hình phạt Hình phạt không chỉ nhằm trừng trị người, pháp nhân...",Điều,"Mục đích của hình phạt Hình phạt không chỉ nhằm trừng trị người, pháp nhân thương mại phạm tội mà còn giáo dục họ ý thức tuân theo pháp luật và các quy tắc của cuộc sống, ngăn ngừa họ phạm tội mới; giáo dục người, pháp nhân thương mại khác tôn trọng pháp luật, phòng ngừa và đấu tranh chống tội phạm."
D32,Các hình phạt đối với người phạm tội,Điều,Các hình phạt đối với người phạm tội
D32_K1,Khoản 1 Điều 32,Khoản,Hình phạt chính bao gồm:
D32_K1_Da,Điểm a Khoản 1 Điều 32,Điểm,Cảnh cáo;
D32_K1_Db,Điểm b Khoản 1 Điều 32,Điểm,Phạt tiền;
D32_K1_Dc,Điểm c Khoản 1 Điều 32,Điểm,Cải tạo không giam giữ;
D32_K1_Dd,Điểm d Khoản 1 Điều 32,Điểm,Trục xuất;
D32_K1_De,Điểm e Khoản 1 Điều 32,Điểm,Tù chung thân;
D32_K1_Dg,Điểm g Khoản 1 Điều 32,Điểm,Tử hình.
D32_K1_Dđ,Điểm đ Khoản 1 Điều 32,Điểm,Tù có thời hạn;
D32_K2,Khoản 2 Điều 32,Khoản,Hình phạt bổ sung bao gồm:
D32_K2_Da,Điểm a Khoản 2 Điều 32,Điểm,"Cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định;"
D32_K2_Db,Điểm b Khoản 2 Điều 32,Điểm,Cấm cư trú;
D32_K2_Dc,Điểm c Khoản 2 Điều 32,Điểm,Quản chế;
D32_K2_Dd,Điểm d Khoản 2 Điều 32,Điểm,Tước một số quyền công dân;
D32_K2_De,Điểm e Khoản 2 Điều 32,Điểm,"Phạt tiền, khi không áp dụng là hình phạt chính;"
D32_K2_Dg,Điểm g Khoản 2 Điều 32,Điểm,"Trục xuất, khi không áp dụng là hình phạt chính."
D32_K2_Dđ,Điểm đ Khoản 2 Điều 32,Điểm,Tịch thu tài sản;
D32_K3,Khoản 3 Điều 32,Khoản,"Đối với mỗi tội phạm, người phạm tội chỉ bị áp dụng một hình phạt chính và có thể bị áp dụng một hoặc một số hình phạt bổ sung."
D33,Các hình phạt đối với pháp nhân thương mại phạm tội,Điều,Các hình phạt đối với pháp nhân thương mại phạm tội
D33_K1,Khoản 1 Điều 33,Khoản,Hình phạt chính bao gồm:
D33_K1_Da,Điểm a Khoản 1 Điều 33,Điểm,Phạt tiền;
D33_K1_Db,Điểm b Khoản 1 Điều 33,Điểm,Đình chỉ hoạt động có thời hạn;
D33_K1_Dc,Điểm c Khoản 1 Điều 33,Điểm,Đình chỉ hoạt động vĩnh viễn.
D33_K2,Khoản 2 Điều 33,Khoản,Hình phạt bổ sung bao gồm:
D33_K2_Da,Điểm a Khoản 2 Điều 33,Điểm,"Cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định;"
D33_K2_Db,Điểm b Khoản 2 Điều 33,Điểm,Cấm huy động vốn;
D33_K2_Dc,Điểm c Khoản 2 Điều 33,Điểm,"Phạt tiền, khi không áp dụng là hình phạt chính."
D33_K3,Khoản 3 Điều 33,Khoản,"Đối với mỗi tội phạm, pháp nhân thương mại phạm tội chỉ bị áp dụng một hình phạt chính và có thể bị áp dụng một hoặc một số hình phạt bổ sung."
D34,Cảnh cáo Cảnh cáo được áp dụng đối với người phạm tội ít nghiêm trọng và có...,Điều,"Cảnh cáo Cảnh cáo được áp dụng đối với người phạm tội ít nghiêm trọng và có nhiều tình tiết giảm nhẹ, nhưng chưa đến mức miễn hình phạt."
D35,Phạt tiền,Điều,Phạt tiền
D35_K1,Khoản 1 Điều 35,Khoản,Phạt tiền được áp dụng là hình phạt chính đối với các trường hợp sau đây:
D35_K1_Da,Điểm a Khoản 1 Điều 35,Điểm,"Người phạm tội ít nghiêm trọng, phạm tội nghiêm trọng do Bộ luật này quy định;"
D35_K1_Db,Điểm b Khoản 1 Điều 35,Điểm,"Người phạm tội rất nghiêm trọng xâm phạm trật tự quản lý kinh tế, môi trường, trật tự công cộng, an toàn công cộng và một số tội phạm khác do Bộ luật này quy định."
D35_K2,Khoản 2 Điều 35,Khoản,"Hình phạt tiền được áp dụng là hình phạt bổ sung đối với người phạm tội về tham nhũng, ma tuý hoặc những tội phạm khác do Bộ luật này quy định."
D35_K3,Khoản 3 Điều 35,Khoản,"Mức tiền phạt được quyết định căn cứ vào tính chất và mức độ nguy hiểm của tội phạm, đồng thời có xét đến tình hình tài sản của người phạm tội, sự biến động của giá cả, nhưng không được thấp hơn 1.000.000 đồng."
D35_K4,Khoản 4 Điều 35,Khoản,Hình phạt tiền đối với pháp nhân thương mại phạm tội được quy định tại Điều 77 của Bộ luật này.
D36,Cải tạo không giam giữ,Điều,Cải tạo không giam giữ
D36_K1,Khoản 1 Điều 36,Khoản,"Cải tạo không giam giữ được áp dụng từ 06 tháng đến 03 năm đối với người phạm tội ít nghiêm trọng, phạm tội nghiêm trọng do Bộ luật này quy định mà đang có nơi làm việc ổn định hoặc có nơi cư trú rõ ràng nếu xét thấy không cần thiết phải cách ly người phạm tội khỏi xã hội. Nếu người bị kết án đã bị tạm giữ, tạm giam thì thời gian tạm giữ, tạm giam được trừ vào thời gian chấp hành hình phạt cải tạo không giam giữ, cứ 01 ngày tạm giữ, tạm giam bằng 03 ngày cải tạo không giam giữ."
D36_K2,Khoản 2 Điều 36,Khoản,"Tòa án giao người bị phạt cải tạo không giam giữ cho cơ quan, tổ chức nơi người đó làm việc, học tập hoặc Ủy ban nhân dân cấp xã nơi người đó cư trú để giám sát, giáo dục. Gia đình người bị kết án có trách nhiệm phối hợp với cơ quan, tổ chức hoặc Ủy ban nhân dân cấp xã trong việc giám sát, giáo dục người đó."
D36_K3,Khoản 3 Điều 36,Khoản,"Trong thời gian chấp hành án, người bị kết án phải thực hiện một số nghĩa vụ theo các quy định về cải tạo không giam giữ và bị khấu trừ một phần thu nhập từ 05% đến 20% để sung quỹ nhà nước. Việc khấu trừ thu nhập được thực hiện hằng tháng. Trong trường hợp đặc biệt, Tòa án có thể cho miễn việc khấu trừ thu nhập, nhưng phải ghi rõ lý do trong bản án. Không khấu trừ thu nhập đối với người chấp hành án là người đang thực hiện nghĩa vụ quân sự."
D36_K4,Khoản 4 Điều 36,Khoản,"Trường hợp người bị phạt cải tạo không giam giữ không có việc làm hoặc bị mất việc làm trong thời gian chấp hành hình phạt này thì phải thực hiện một số công việc lao động phục vụ cộng đồng trong thời gian cải tạo không giam giữ. Thời gian lao động phục vụ cộng đồng không quá 04 giờ trong một ngày và không quá 05 ngày trong 01 tuần. Không áp dụng biện pháp lao động phục vụ cộng đồng đối với phụ nữ có thai hoặc đang nuôi con dưới 06 tháng tuổi, người già yếu, người bị bệnh hiểm nghèo, người k"
D37,Trục xuất Trục xuất là buộc người nước ngoài bị kết án phải rời khỏi lãnh thổ...,Điều,Trục xuất Trục xuất là buộc người nước ngoài bị kết án phải rời khỏi lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam. Trục xuất được Tòa án áp dụng là hình phạt chính hoặc hình phạt bổ sung trong từng trường hợp cụ thể.
D38,Tù có thời hạn,Điều,Tù có thời hạn
D38_K1,Khoản 1 Điều 38,Khoản,"Tù có thời hạn là buộc người bị kết án phải chấp hành hình phạt tại cơ sở giam giữ trong một thời hạn nhất định. Tù có thời hạn đối với người phạm một tội có mức tối thiểu là 03 tháng và mức tối đa là 20 năm. Thời gian tạm giữ, tạm giam được trừ vào thời hạn chấp hành hình phạt tù, cứ 01 ngày tạm giữ, tạm giam bằng 01 ngày tù."
D38_K2,Khoản 2 Điều 38,Khoản,Không áp dụng hình phạt tù có thời hạn đối với người lần đầu phạm tội ít nghiêm trọng do vô ý và có nơi cư trú rõ ràng.
D39,Tù chung thân Tù chung thân là hình phạt tù không thời hạn được áp dụng đối...,Điều,"Tù chung thân Tù chung thân là hình phạt tù không thời hạn được áp dụng đối với người phạm tội đặc biệt nghiêm trọng, nhưng chưa đến mức bị xử phạt tử hình. Không áp dụng hình phạt tù chung thân đối với người dưới 18 tuổi phạm tội."
D40,Tử hình,Điều,Tử hình
D40_K1,Khoản 1 Điều 40,Khoản,"Tử hình là hình phạt đặc biệt chỉ áp dụng đối với người phạm tội đặc biệt nghiêm trọng thuộc một trong nhóm các tội xâm phạm an ninh quốc gia, xâm phạm tính mạng con người, các tội phạm về ma túy, tham nhũng và một số tội phạm đặc biệt nghiêm trọng khác do Bộ luật này quy định."
D40_K2,Khoản 2 Điều 40,Khoản,"Không áp dụng hình phạt tử hình đối với người dưới 18 tuổi khi phạm tội, phụ nữ có thai, phụ nữ đang nuôi con dưới 36 tháng tuổi hoặc người đủ 75 tuổi trở lên khi phạm tội hoặc khi xét xử."
D40_K3,Khoản 3 Điều 40,Khoản,Không thi hành án tử hình đối với người bị kết án nếu thuộc một trong các trường hợp sau đây:
D40_K3_Da,Điểm a Khoản 3 Điều 40,Điểm,Phụ nữ có thai hoặc phụ nữ đang nuôi con dưới 36 tháng tuổi;
D40_K3_Db,Điểm b Khoản 3 Điều 40,Điểm,Người đủ 75 tuổi trở lên;
D40_K3_Dc,Điểm c Khoản 3 Điều 40,Điểm,Người mắc bệnh ung thư giai đoạn cuối.
D40_K4,Khoản 4 Điều 40,Khoản,"Trong trường hợp quy định tại khoản 3 Điều này hoặc trường hợp người bị kết án tử hình được ân giảm, thì hình phạt tử hình được chuyển thành tù chung thân."
D41,"Cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định Cấm đảm...",Điều,"Cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định Cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định được áp dụng khi xét thấy nếu để người bị kết án đảm nhiệm chức vụ, hành nghề hoặc làm công việc đó thì có thể gây nguy hại cho xã hội. Thời hạn cấm là từ 01 năm đến 05 năm, kể từ ngày chấp hành xong hình phạt tù hoặc từ ngày bản án có hiệu lực pháp luật nếu hình phạt chính là cảnh cáo, phạt tiền, cải tạo không giam giữ hoặc trong trường hợp người bị kết án đư"
D42,Cấm cư trú Cấm cư trú là buộc người bị kết án phạt tù không được tạm trú hoặc...,Điều,"Cấm cư trú Cấm cư trú là buộc người bị kết án phạt tù không được tạm trú hoặc thường trú ở một số địa phương nhất định. Thời hạn cấm cư trú là từ 01 năm đến 05 năm, kể từ ngày chấp hành xong hình phạt tù."
D43,"Quản chế Quản chế là buộc người bị kết án phạt tù phải cư trú, làm ăn sinh sống...",Điều,"Quản chế Quản chế là buộc người bị kết án phạt tù phải cư trú, làm ăn sinh sống và cải tạo ở một địa phương nhất định dưới sự kiểm soát, giáo dục của chính quyền và nhân dân địa phương. Trong thời gian quản chế, người bị kết án không được tự ý ra khỏi nơi cư trú, bị tước một số quyền công dân theo quy định tại Điều 44 của Bộ luật này và bị cấm hành nghề hoặc làm công việc nhất định. Quản chế được áp dụng đối với người phạm tội xâm phạm an ninh quốc gia, người tái phạm nguy hiểm hoặc trong "
D44,Tước một số quyền công dân,Điều,Tước một số quyền công dân
D44_K1,Khoản 1 Điều 44,Khoản,"Công dân Việt Nam bị kết án phạt tù về tội xâm phạm an ninh quốc gia hoặc tội phạm khác trong những trường hợp do Bộ luật này quy định, thì bị tước một hoặc một số quyền công dân sau đây:"
D44_K1_Da,Điểm a Khoản 1 Điều 44,Điểm,Quyền ứng cử đại biểu cơ quan quyền lực Nhà nước;
D44_K1_Db,Điểm b Khoản 1 Điều 44,Điểm,Quyền làm việc trong các cơ quan nhà nước và quyền phục vụ trong lực lượng vũ trang nhân dân.
D44_K2,Khoản 2 Điều 44,Khoản,"Thời hạn tước một số quyền công dân là từ 01 năm đến 05 năm, kể từ ngày chấp hành xong hình phạt tù hoặc kể từ ngày bản án có hiệu lực pháp luật trong trường hợp người bị kết án được hưởng án treo."
D45,Tịch thu tài sản Tịch thu tài sản là tước một phần hoặc toàn bộ tài sản thuộc...,Điều,"Tịch thu tài sản Tịch thu tài sản là tước một phần hoặc toàn bộ tài sản thuộc sở hữu của người bị kết án để nộp vào ngân sách nhà nước. Tịch thu tài sản chỉ được áp dụng đối với người bị kết án về tội phạm nghiêm trọng, tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng xâm phạm an ninh quốc gia, tội phạm về ma tuý, tham nhũng hoặc tội phạm khác do Bộ luật này quy định. Khi tịch thu toàn bộ tài sản vẫn để cho người bị kết án và gia đình họ có điều kiện sinh sống. CÁC BIỆN PHÁP TƯ "
D46,Các biện pháp tư pháp,Điều,Các biện pháp tư pháp
D46_K1,Khoản 1 Điều 46,Khoản,Biện pháp tư pháp đối với người phạm tội bao gồm:
D46_K1_Da,Điểm a Khoản 1 Điều 46,Điểm,"Tịch thu vật, tiền trực tiếp liên quan đến tội phạm;"
D46_K1_Db,Điểm b Khoản 1 Điều 46,Điểm,"Trả lại tài sản, sửa chữa hoặc bồi thường thiệt hại; buộc công khai xin lỗi;"
D46_K1_Dc,Điểm c Khoản 1 Điều 46,Điểm,Bắt buộc chữa bệnh.
D46_K2,Khoản 2 Điều 46,Khoản,Biện pháp tư pháp đối với pháp nhân thương mại phạm tội bao gồm:
D46_K2_Da,Điểm a Khoản 2 Điều 46,Điểm,"Tịch thu vật, tiền trực tiếp liên quan đến tội phạm;"
D46_K2_Db,Điểm b Khoản 2 Điều 46,Điểm,"Trả lại tài sản, sửa chữa hoặc bồi thường thiệt hại; buộc công khai xin lỗi;"
D46_K2_Dc,Điểm c Khoản 2 Điều 46,Điểm,Khôi phục lại tình trạng ban đầu;
D46_K2_Dd,Điểm d Khoản 2 Điều 46,Điểm,"Thực hiện một số biện pháp nhằm khắc phục, ngăn chặn hậu quả tiếp tục xảy ra."
D47,"Tịch thu vật, tiền trực tiếp liên quan đến tội phạm",Điều,"Tịch thu vật, tiền trực tiếp liên quan đến tội phạm"
D47_K1,Khoản 1 Điều 47,Khoản,Việc tịch thu sung vào ngân sách nhà nước hoặc tịch thu tiêu hủy được áp dụng đối với:
D47_K1_Da,Điểm a Khoản 1 Điều 47,Điểm,"Công cụ, phương tiện dùng vào việc phạm tội;"
D47_K1_Db,Điểm b Khoản 1 Điều 47,Điểm,"Vật hoặc tiền do phạm tội hoặc do mua bán, đổi chác những thứ ấy mà có; khoản thu lợi bất chính từ việc phạm tội;"
D47_K1_Dc,Điểm c Khoản 1 Điều 47,Điểm,"Vật thuộc loại Nhà nước cấm tàng trữ,[14] cấm lưu hành."
D47_K2,Khoản 2 Điều 47,Khoản,"Đối với vật, tiền bị người phạm tội chiếm đoạt hoặc sử dụng trái phép, thì không tịch thu mà trả lại cho chủ sở hữu hoặc người quản lý hợp pháp."
D47_K3,Khoản 3 Điều 47,Khoản,"Vật, tiền là tài sản của người khác, nếu người này có lỗi trong việc để cho người phạm tội sử dụng vào việc thực hiện tội phạm, thì có thể bị tịch thu."
D48,"Trả lại tài sản, sửa chữa hoặc bồi thường thiệt hại; buộc công khai xin lỗi",Điều,"Trả lại tài sản, sửa chữa hoặc bồi thường thiệt hại; buộc công khai xin lỗi"
D48_K1,Khoản 1 Điều 48,Khoản,"Người phạm tội phải trả lại tài sản đã chiếm đoạt cho chủ sở hữu hoặc người quản lý hợp pháp, phải sửa chữa hoặc bồi thường thiệt hại vật chất đã được xác định do hành vi phạm tội gây ra."
D48_K2,Khoản 2 Điều 48,Khoản,"Trong trường hợp phạm tội gây thiệt hại về tinh thần, Tòa án buộc người phạm tội phải bồi thường về vật chất, công khai xin lỗi người bị hại."
D49,Bắt buộc chữa bệnh[15],Điều,Bắt buộc chữa bệnh[15]
D49_K1,Khoản 1 Điều 49,Khoản,"Đối với người thực hiện hành vi nguy hiểm cho xã hội trong khi mắc bệnh quy định tại Điều 21 của Bộ luật này, Viện kiểm sát hoặc Tòa án căn cứ vào kết luận giám định pháp y, giám định pháp y tâm thần có thể quyết định đưa họ vào một cơ sở khám bệnh, chữa bệnh để bắt buộc chữa bệnh."
D49_K2,Khoản 2 Điều 49,Khoản,"Đối với người phạm tội trong khi có năng lực trách nhiệm hình sự nhưng trước khi bị kết án đã mắc bệnh tới mức mất khả năng nhận thức hoặc khả năng điều khiển hành vi của mình, thì căn cứ vào kết luận giám định pháp y, giám định pháp y tâm thần, Tòa án có thể quyết định đưa họ vào một cơ sở khám bệnh, chữa bệnh để bắt buộc chữa bệnh. Sau khi có kết luận khỏi bệnh hoặc có kết luận đủ khả năng nhận thức, đủ khả năng điều khiển hành vi, người đó có thể phải chịu trách nhiệm hình sự."
D49_K3,Khoản 3 Điều 49,Khoản,"Đối với người đang chấp hành hình phạt tù mà bị bệnh tới mức mất khả năng nhận thức hoặc khả năng điều khiển hành vi của mình, thì căn cứ vào kết luận giám định pháp y, giám định pháp y tâm thần, Tòa án có thể quyết định đưa họ vào một cơ sở khám bệnh, chữa bệnh để bắt buộc chữa bệnh. Sau khi có kết luận khỏi bệnh hoặc có kết luận đủ khả năng nhận thức, đủ khả năng điều khiển hành vi, nếu không có lý do khác để miễn chấp hành hình phạt, thì người đó phải tiếp tục chấp hành hình phạt. Thời "
D50,Căn cứ quyết định hình phạt,Điều,Căn cứ quyết định hình phạt
D50_K1,Khoản 1 Điều 50,Khoản,"Khi quyết định hình phạt, Tòa án căn cứ vào quy định của Bộ luật này, cân nhắc tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội, nhân thân người phạm tội, các tình tiết giảm nhẹ và tăng nặng trách nhiệm hình sự."
D50_K2,Khoản 2 Điều 50,Khoản,"Khi quyết định áp dụng hình phạt tiền, ngoài căn cứ quy định tại khoản 1 Điều này, Tòa án căn cứ vào tình hình tài sản, khả năng thi hành của người phạm tội."
D51,Các tình tiết giảm nhẹ trách nhiệm hình sự,Điều,Các tình tiết giảm nhẹ trách nhiệm hình sự
D51_K1,Khoản 1 Điều 51,Khoản,Các tình tiết sau đây là tình tiết giảm nhẹ trách nhiệm hình sự:
D51_K1_Da,Điểm a Khoản 1 Điều 51,Điểm,Người phạm tội đã ngăn chặn hoặc làm giảm bớt tác hại của tội phạm;
D51_K1_Db,Điểm b Khoản 1 Điều 51,Điểm,"Người phạm tội tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả;"
D51_K1_Dc,Điểm c Khoản 1 Điều 51,Điểm,Phạm tội trong trường hợp vượt quá giới hạn phòng vệ chính đáng;
D51_K1_Dd,Điểm d Khoản 1 Điều 51,Điểm,Phạm tội trong trường hợp vượt quá yêu cầu của tình thế cấp thiết;
D51_K1_De,Điểm e Khoản 1 Điều 51,Điểm,Phạm tội trong trường hợp bị kích động về tinh thần do hành vi trái pháp luật của nạn nhân gây ra;
D51_K1_Dg,Điểm g Khoản 1 Điều 51,Điểm,Phạm tội vì hoàn cảnh đặc biệt khó khăn mà không phải do mình tự gây ra;
D51_K1_Dh,Điểm h Khoản 1 Điều 51,Điểm,Phạm tội nhưng chưa gây thiệt hại hoặc gây thiệt hại không lớn;
D51_K1_Di,Điểm i Khoản 1 Điều 51,Điểm,Phạm tội lần đầu và thuộc trường hợp ít nghiêm trọng;
D51_K1_Dk,Điểm k Khoản 1 Điều 51,Điểm,Phạm tội vì bị người khác đe dọa hoặc cưỡng bức;
D51_K1_Dl,Điểm l Khoản 1 Điều 51,Điểm,Phạm tội trong trường hợp bị hạn chế khả năng nhận thức mà không phải do lỗi của mình gây ra;
D51_K1_Dm,Điểm m Khoản 1 Điều 51,Điểm,Phạm tội do lạc hậu;
D51_K1_Dn,Điểm n Khoản 1 Điều 51,Điểm,Người phạm tội là phụ nữ có thai;
D51_K1_Do,Điểm o Khoản 1 Điều 51,Điểm,Người phạm tội là người đủ 70 tuổi trở lên;
D51_K1_Dp,Điểm p Khoản 1 Điều 51,Điểm,Người phạm tội là người khuyết tật nặng hoặc khuyết tật đặc biệt nặng;
D51_K1_Dq,Điểm q Khoản 1 Điều 51,Điểm,Người phạm tội là người có bệnh bị hạn chế khả năng nhận thức hoặc khả năng điều khiển hành vi của mình;
D51_K1_Dr,Điểm r Khoản 1 Điều 51,Điểm,"Người phạm tội tự thú; s)[16] Người phạm tội thành khẩn khai báo, ăn năn hối cải; t)[17] Người phạm tội tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc trong quá trình giải quyết vụ án;"
D51_K1_Du,Điểm u Khoản 1 Điều 51,Điểm,Người phạm tội đã lập công chuộc tội;
D51_K1_Dv,Điểm v Khoản 1 Điều 51,Điểm,"Người phạm tội là người có thành tích xuất sắc trong sản xuất, chiến đấu, học tập hoặc công tác; x)[18] Người phạm tội là người có công với cách mạng hoặc là cha, mẹ, vợ, chồng, con của liệt sĩ."
D51_K1_Dđ,Điểm đ Khoản 1 Điều 51,Điểm,Phạm tội trong trường hợp vượt quá mức cần thiết khi bắt giữ người phạm tội;
D51_K2,Khoản 2 Điều 51,Khoản,"Khi quyết định hình phạt, Tòa án có thể coi đầu thú hoặc tình tiết khác là tình tiết giảm nhẹ, nhưng phải ghi rõ lý do giảm nhẹ trong bản án."
D51_K3,Khoản 3 Điều 51,Khoản,Các tình tiết giảm nhẹ đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung thì không được coi là tình tiết giảm nhẹ trong khi quyết định hình phạt.
D52,Các tình tiết tăng nặng trách nhiệm hình sự,Điều,Các tình tiết tăng nặng trách nhiệm hình sự
D52_K1,Khoản 1 Điều 52,Khoản,Chỉ các tình tiết sau đây mới là tình tiết tăng nặng trách nhiệm hình sự:
D52_K1_Da,Điểm a Khoản 1 Điều 52,Điểm,Phạm tội có tổ chức;
D52_K1_Db,Điểm b Khoản 1 Điều 52,Điểm,Phạm tội có tính chất chuyên nghiệp;
D52_K1_Dc,Điểm c Khoản 1 Điều 52,Điểm,"Lợi dụng chức vụ, quyền hạn để phạm tội;"
